DEPT    .M	DEN     .g/cm3
969.72	2.205
969.77	2.215
969.82	2.221
969.87	2.234
969.92	2.244
969.97	2.254
970.02	2.253
970.07	2.269
970.12	2.286
970.17	2.304
970.22	2.32
970.27	2.335
970.32	2.346
970.37	2.347
970.42	2.334
970.47	2.319
970.52	2.297
970.57	2.275
970.62	2.252
970.67	2.251
970.72	2.24
970.77	2.241
970.82	2.256
970.87	2.276
970.92	2.284
970.97	2.308
971.02	2.325
971.07	2.345
971.12	2.356
971.17	2.352
971.22	2.351
971.27	2.327
971.32	2.305
971.37	2.296
971.42	2.297
971.47	2.28
971.52	2.277
971.57	2.285
971.62	2.281
971.67	2.276
971.72	2.274
971.77	2.275
971.82	2.28
971.87	2.276
971.92	2.294
971.97	2.307
972.02	2.304
972.07	2.279
972.12	2.267
972.17	2.247
972.22	2.238
972.27	2.237
972.32	2.245
972.37	2.26
972.42	2.281
972.47	2.296
972.52	2.317
972.57	2.346
972.62	2.347
972.67	2.343
972.72	2.335
972.77	2.33
972.82	2.33
972.87	2.338
972.92	2.348
972.97	2.353
973.02	2.349
973.07	2.341
973.12	2.334
973.17	2.332
973.22	2.339
973.27	2.348
973.32	2.342
973.37	2.348
973.42	2.347
973.47	2.351
973.52	2.341
973.57	2.334
973.62	2.327
973.67	2.326
973.72	2.33
973.77	2.335
973.82	2.341
973.87	2.342
973.92	2.343
973.97	2.339
974.02	2.341
974.07	2.346
974.12	2.354
974.17	2.357
974.22	2.353
974.27	2.348
974.32	2.337
974.37	2.325
974.42	2.311
974.47	2.308
974.52	2.307
974.57	2.316
974.62	2.323
974.67	2.329
974.72	2.339
974.77	2.347
974.82	2.362
974.87	2.379
974.92	2.393
974.97	2.397
975.02	2.399
975.07	2.396
975.12	2.395
975.17	2.39
975.22	2.38
975.27	2.368
975.32	2.355
975.37	2.347
975.42	2.342
975.47	2.345
975.52	2.36
975.57	2.355
975.62	2.371
975.67	2.371
975.72	2.367
975.77	2.356
975.82	2.345
975.87	2.33
975.92	2.325
975.97	2.342
976.02	2.337
976.07	2.341
976.12	2.333
976.17	2.319
976.22	2.3
976.27	2.28
976.32	2.261
976.37	2.255
976.42	2.236
976.47	2.221
976.52	2.217
976.57	2.227
976.62	2.236
976.67	2.244
976.72	2.248
976.77	2.248
976.82	2.252
976.87	2.254
976.92	2.256
976.97	2.261
977.02	2.271
977.07	2.295
977.12	2.329
977.17	2.361
977.22	2.375
977.27	2.356
977.32	2.317
977.37	2.27
977.42	2.229
977.47	2.208
977.52	2.191
977.57	2.187
977.62	2.188
977.67	2.186
977.72	2.18
977.77	2.17
977.82	2.15
977.87	2.129
977.92	2.1
977.97	2.071
978.02	2.052
978.07	2.046
978.12	2.047
978.17	2.049
978.22	2.054
978.27	2.068
978.32	2.096
978.37	2.139
978.42	2.191
978.47	2.228
978.52	2.281
978.57	2.315
978.62	2.342
978.67	2.356
978.72	2.378
978.77	2.407
978.82	2.419
978.87	2.459
978.92	2.471
978.97	2.494
979.02	2.511
979.07	2.514
979.12	2.451
979.17	2.415
979.22	2.384
979.27	2.361
979.32	2.337
979.37	2.304
979.42	2.271
979.47	2.239
979.52	2.212
979.57	2.199
979.62	2.194
979.67	2.208
979.72	2.223
979.77	2.239
979.82	2.255
979.87	2.264
979.92	2.272
979.97	2.273
980.02	2.271
980.07	2.267
980.12	2.261
980.17	2.256
980.22	2.246
980.27	2.229
980.32	2.211
980.37	2.188
980.42	2.175
980.47	2.166
980.52	2.169
980.57	2.181
980.62	2.197
980.67	2.211
980.72	2.223
980.77	2.228
980.82	2.231
980.87	2.227
980.92	2.219
980.97	2.222
981.02	2.231
981.07	2.258
981.12	2.285
981.17	2.306
981.22	2.3
981.27	2.296
981.32	2.307
981.37	2.294
981.42	2.282
981.47	2.268
981.52	2.254
981.57	2.245
981.62	2.235
981.67	2.235
981.72	2.236
981.77	2.246
981.82	2.269
981.87	2.282
981.92	2.309
981.97	2.308
982.02	2.293
982.07	2.253
982.12	2.209
982.17	2.173
982.22	2.147
982.27	2.132
982.32	2.126
982.37	2.13
982.42	2.144
982.47	2.166
982.52	2.194
982.57	2.23
982.62	2.26
982.67	2.286
982.72	2.305
982.77	2.306
982.82	2.316
982.87	2.314
982.92	2.323
982.97	2.314
983.02	2.31
983.07	2.312
983.12	2.318
983.17	2.313
983.22	2.331
983.27	2.335
983.32	2.346
983.37	2.337
983.42	2.319
983.47	2.299
983.52	2.276
983.57	2.247
983.62	2.219
983.67	2.194
983.72	2.181
983.77	2.187
983.82	2.199
983.87	2.225
983.92	2.254
983.97	2.265
984.02	2.284
984.07	2.282
984.12	2.262
984.17	2.26
984.22	2.249
984.27	2.239
984.32	2.234
984.37	2.235
984.42	2.224
984.47	2.204
984.52	2.175
984.57	2.138
984.62	2.105
984.67	2.086
984.72	2.077
984.77	2.082
984.82	2.098
984.87	2.124
984.92	2.157
984.97	2.199
985.02	2.241
985.07	2.283
985.12	2.305
985.17	2.338
985.22	2.361
985.27	2.37
985.32	2.368
985.37	2.353
985.42	2.333
985.47	2.303
985.52	2.272
985.57	2.24
985.62	2.223
985.67	2.193
985.72	2.159
985.77	2.135
985.82	2.124
985.87	2.114
985.92	2.109
985.97	2.109
986.02	2.111
986.07	2.128
986.12	2.162
986.17	2.202
986.22	2.249
986.27	2.272
986.32	2.301
986.37	2.331
986.42	2.35
986.47	2.362
986.52	2.363
986.57	2.354
986.62	2.334
986.67	2.313
986.72	2.301
986.77	2.304
986.82	2.308
986.87	2.312
986.92	2.31
986.97	2.306
987.02	2.307
987.07	2.311
987.12	2.321
987.17	2.314
987.22	2.318
987.27	2.321
987.32	2.322
987.37	2.321
987.42	2.333
987.47	2.323
987.52	2.315
987.57	2.302
987.62	2.296
987.67	2.288
987.72	2.279
987.77	2.269
987.82	2.258
987.87	2.249
987.92	2.243
987.97	2.238
988.02	2.226
988.07	2.218
988.12	2.206
988.17	2.198
988.22	2.197
988.27	2.206
988.32	2.224
988.37	2.243
988.42	2.255
988.47	2.255
988.52	2.241
988.57	2.216
988.62	2.188
988.67	2.166
988.72	2.16
988.77	2.165
988.82	2.173
988.87	2.18
988.92	2.177
988.97	2.175
989.02	2.184
989.07	2.204
989.12	2.23
989.17	2.239
989.22	2.253
989.27	2.252
989.32	2.234
989.37	2.226
989.42	2.205
989.47	2.198
989.52	2.214
989.57	2.247
989.62	2.269
989.67	2.316
989.72	2.328
989.77	2.334
989.82	2.324
989.87	2.311
989.92	2.29
989.97	2.267
990.02	2.246
990.07	2.229
990.12	2.215
990.17	2.208
990.22	2.201
990.27	2.194
990.32	2.19
990.37	2.193
990.42	2.196
990.47	2.204
990.52	2.214
990.57	2.217
990.62	2.221
990.67	2.22
990.72	2.228
990.77	2.235
990.82	2.248
990.87	2.269
990.92	2.287
990.97	2.289
991.02	2.297
991.07	2.288
991.12	2.281
991.17	2.255
991.22	2.239
991.27	2.238
991.32	2.247
991.37	2.246
991.42	2.254
991.47	2.276
991.52	2.292
991.57	2.305
991.62	2.302
991.67	2.309
991.72	2.299
991.77	2.278
991.82	2.272
991.87	2.268
991.92	2.261
991.97	2.253
992.02	2.257
992.07	2.268
992.12	2.288
992.17	2.301
992.22	2.309
992.27	2.311
992.32	2.311
992.37	2.311
992.42	2.306
992.47	2.304
992.52	2.302
992.57	2.299
992.62	2.304
992.67	2.308
992.72	2.313
992.77	2.319
992.82	2.324
992.87	2.333
992.92	2.346
992.97	2.362
993.02	2.379
993.07	2.391
993.12	2.39
993.17	2.377
993.22	2.353
993.27	2.317
993.32	2.264
993.37	2.211
993.42	2.159
993.47	2.123
993.52	2.095
993.57	2.088
993.62	2.081
993.67	2.093
993.72	2.122
993.77	2.168
993.82	2.2
993.87	2.245
993.92	2.265
993.97	2.259
994.02	2.246
994.07	2.233
994.12	2.219
994.17	2.206
994.22	2.199
994.27	2.207
994.32	2.202
994.37	2.199
994.42	2.194
994.47	2.187
994.52	2.186
994.57	2.199
994.62	2.224
994.67	2.24
994.72	2.281
994.77	2.308
994.82	2.34
994.87	2.359
994.92	2.391
994.97	2.4
995.02	2.393
995.07	2.375
995.12	2.356
995.17	2.333
995.22	2.333
995.27	2.33
995.32	2.335
995.37	2.337
995.42	2.336
995.47	2.336
995.52	2.34
995.57	2.339
995.62	2.336
995.67	2.328
995.72	2.327
995.77	2.341
995.82	2.354
995.87	2.387
995.92	2.409
995.97	2.416
996.02	2.408
996.07	2.388
996.12	2.392
996.17	2.382
996.22	2.381
996.27	2.384
996.32	2.379
996.37	2.371
996.42	2.357
996.47	2.346
996.52	2.327
996.57	2.312
996.62	2.299
996.67	2.289
996.72	2.282
996.77	2.278
996.82	2.279
996.87	2.279
996.92	2.278
996.97	2.28
997.02	2.281
997.07	2.287
997.12	2.296
997.17	2.313
997.22	2.32
997.27	2.319
997.32	2.309
997.37	2.293
997.42	2.28
997.47	2.273
997.52	2.272
997.57	2.27
997.62	2.268
997.67	2.26
997.72	2.251
997.77	2.232
997.82	2.215
997.87	2.191
997.92	2.17
997.97	2.146
998.02	2.133
998.07	2.126
998.12	2.127
998.17	2.129
998.22	2.136
998.27	2.141
998.32	2.144
998.37	2.155
998.42	2.17
998.47	2.191
998.52	2.215
998.57	2.235
998.62	2.255
998.67	2.272
998.72	2.291
998.77	2.304
998.82	2.323
998.87	2.344
998.92	2.351
998.97	2.372
999.02	2.385
999.07	2.398
999.12	2.416
999.17	2.42
999.22	2.415
999.27	2.406
999.32	2.388
999.37	2.378
999.42	2.377
999.47	2.393
999.52	2.414
999.57	2.414
999.62	2.43
999.67	2.431
999.72	2.441
999.77	2.437
999.82	2.437
999.87	2.422
999.92	2.401
999.97	2.37
1000.02	2.33
1000.07	2.305
1000.12	2.265
1000.17	2.23
1000.22	2.209
1000.27	2.202
1000.32	2.201
1000.37	2.203
1000.42	2.206
1000.47	2.2
1000.52	2.189
1000.57	2.171
1000.62	2.146
1000.67	2.118
1000.72	2.088
1000.77	2.059
1000.82	2.034
1000.87	2.023
1000.92	2.021
1000.97	2.024
1001.02	2.027
1001.07	2.026
1001.12	2.027
1001.17	2.033
1001.22	2.038
1001.27	2.039
1001.32	2.04
1001.37	2.041
1001.42	2.044
1001.47	2.045
1001.52	2.043
1001.57	2.046
1001.62	2.053
1001.67	2.062
1001.72	2.072
1001.77	2.075
1001.82	2.072
1001.87	2.069
1001.92	2.064
1001.97	2.057
1002.02	2.046
1002.07	2.038
1002.12	2.035
1002.17	2.036
1002.22	2.037
1002.27	2.038
1002.32	2.046
1002.37	2.054
1002.42	2.057
1002.47	2.061
1002.52	2.063
1002.57	2.07
1002.62	2.079
1002.67	2.097
1002.72	2.115
1002.77	2.133
1002.82	2.146
1002.87	2.162
1002.92	2.185
1002.97	2.213
1003.02	2.246
1003.07	2.258
1003.12	2.289
1003.17	2.319
1003.22	2.346
1003.27	2.366
1003.32	2.373
1003.37	2.372
1003.42	2.373
1003.47	2.381
1003.52	2.379
1003.57	2.388
1003.62	2.382
1003.67	2.378
1003.72	2.378
1003.77	2.378
1003.82	2.374
1003.87	2.364
1003.92	2.352
1003.97	2.345
1004.02	2.345
1004.07	2.367
1004.12	2.377
1004.17	2.377
1004.22	2.371
1004.27	2.367
1004.32	2.363
1004.37	2.365
1004.42	2.371
1004.47	2.378
1004.52	2.382
1004.57	2.38
1004.62	2.375
1004.67	2.367
1004.72	2.369
1004.77	2.38
1004.82	2.392
1004.87	2.399
1004.92	2.405
1004.97	2.403
1005.02	2.396
1005.07	2.394
1005.12	2.39
1005.17	2.386
1005.22	2.381
1005.27	2.372
1005.32	2.366
1005.37	2.361
1005.42	2.363
1005.47	2.362
1005.52	2.364
1005.57	2.37
1005.62	2.369
1005.67	2.367
1005.72	2.359
1005.77	2.353
1005.82	2.339
1005.87	2.333
1005.92	2.332
1005.97	2.338
1006.02	2.343
1006.07	2.352
1006.12	2.359
1006.17	2.359
1006.22	2.349
1006.27	2.332
1006.32	2.323
1006.37	2.319
1006.42	2.319
1006.47	2.317
1006.52	2.305
1006.57	2.281
1006.62	2.258
1006.67	2.241
1006.72	2.238
1006.77	2.243
1006.82	2.259
1006.87	2.276
1006.92	2.293
1006.97	2.306
1007.02	2.319
1007.07	2.323
1007.12	2.33
1007.17	2.339
1007.22	2.346
1007.27	2.35
1007.32	2.349
1007.37	2.344
1007.42	2.333
1007.47	2.325
1007.52	2.325
1007.57	2.336
1007.62	2.348
1007.67	2.362
1007.72	2.373
1007.77	2.383
1007.82	2.382
1007.87	2.371
1007.92	2.355
1007.97	2.34
1008.02	2.325
1008.07	2.31
1008.12	2.301
1008.17	2.292
1008.22	2.283
1008.27	2.276
1008.32	2.266
1008.37	2.244
1008.42	2.222
1008.47	2.201
1008.52	2.176
1008.57	2.156
1008.62	2.139
1008.67	2.129
1008.72	2.131
1008.77	2.146
1008.82	2.179
1008.87	2.209
1008.92	2.229
1008.97	2.233
1009.02	2.225
1009.07	2.226
1009.12	2.228
1009.17	2.237
1009.22	2.241
1009.27	2.244
1009.32	2.239
1009.37	2.232
1009.42	2.215
1009.47	2.191
1009.52	2.169
1009.57	2.148
1009.62	2.137
1009.67	2.14
1009.72	2.153
1009.77	2.171
1009.82	2.199
1009.87	2.226
1009.92	2.251
1009.97	2.267
1010.02	2.275
1010.07	2.285
1010.12	2.286
1010.17	2.297
1010.22	2.302
1010.27	2.309
1010.32	2.306
1010.37	2.301
1010.42	2.292
1010.47	2.291
1010.52	2.295
1010.57	2.306
1010.62	2.317
1010.67	2.323
1010.72	2.327
1010.77	2.336
1010.82	2.351
1010.87	2.361
1010.92	2.366
1010.97	2.363
1011.02	2.349
1011.07	2.338
1011.12	2.332
1011.17	2.335
1011.22	2.341
1011.27	2.345
1011.32	2.345
1011.37	2.345
1011.42	2.348
1011.47	2.351
1011.52	2.358
1011.57	2.363
1011.62	2.362
1011.67	2.366
1011.72	2.369
1011.77	2.369
1011.82	2.367
1011.87	2.359
1011.92	2.351
1011.97	2.338
1012.02	2.326
1012.07	2.312
1012.12	2.304
1012.17	2.314
1012.22	2.324
1012.27	2.342
1012.32	2.354
1012.37	2.366
1012.42	2.37
1012.47	2.374
1012.52	2.377
1012.57	2.374
1012.62	2.376
1012.67	2.379
1012.72	2.386
1012.77	2.397
1012.82	2.408
1012.87	2.401
1012.92	2.419
1012.97	2.415
1013.02	2.406
1013.07	2.395
1013.12	2.379
1013.17	2.364
1013.22	2.353
1013.27	2.348
1013.32	2.354
1013.37	2.364
1013.42	2.381
1013.47	2.389
1013.52	2.4
1013.57	2.406
1013.62	2.411
1013.67	2.404
1013.72	2.393
1013.77	2.377
1013.82	2.36
1013.87	2.35
1013.92	2.352
1013.97	2.364
1014.02	2.377
1014.07	2.39
1014.12	2.399
1014.17	2.394
1014.22	2.384
1014.27	2.371
1014.32	2.357
1014.37	2.35
1014.42	2.348
1014.47	2.338
1014.52	2.331
1014.57	2.32
1014.62	2.305
1014.67	2.289
1014.72	2.275
1014.77	2.264
1014.82	2.263
1014.87	2.271
1014.92	2.275
1014.97	2.277
1015.02	2.269
1015.07	2.255
1015.12	2.239
1015.17	2.224
1015.22	2.214
1015.27	2.21
1015.32	2.209
1015.37	2.214
1015.42	2.22
1015.47	2.224
1015.52	2.224
1015.57	2.221
1015.62	2.211
1015.67	2.204
1015.72	2.201
1015.77	2.199
1015.82	2.193
1015.87	2.18
1015.92	2.163
1015.97	2.139
1016.02	2.127
1016.07	2.12
1016.12	2.121
1016.17	2.118
1016.22	2.112
1016.27	2.103
1016.32	2.095
1016.37	2.092
1016.42	2.096
1016.47	2.106
1016.52	2.12
1016.57	2.133
1016.62	2.135
1016.67	2.133
1016.72	2.123
1016.77	2.113
1016.82	2.1
1016.87	2.096
1016.92	2.091
1016.97	2.095
1017.02	2.103
1017.07	2.107
1017.12	2.101
1017.17	2.09
1017.22	2.083
1017.27	2.084
1017.32	2.099
1017.37	2.124
1017.42	2.142
1017.47	2.162
1017.52	2.189
1017.57	2.224
1017.62	2.236
1017.67	2.268
1017.72	2.273
1017.77	2.281
1017.82	2.276
1017.87	2.276
1017.92	2.293
1017.97	2.289
1018.02	2.282
1018.07	2.271
1018.12	2.264
1018.17	2.259
1018.22	2.241
1018.27	2.243
1018.32	2.25
1018.37	2.251
1018.42	2.274
1018.47	2.283
1018.52	2.289
1018.57	2.301
1018.62	2.309
1018.67	2.337
1018.72	2.366
1018.77	2.384
1018.82	2.385
1018.87	2.383
1018.92	2.382
1018.97	2.381
1019.02	2.375
1019.07	2.378
1019.12	2.379
1019.17	2.379
1019.22	2.376
1019.27	2.379
1019.32	2.385
1019.37	2.398
1019.42	2.412
1019.47	2.422
1019.52	2.421
1019.57	2.407
1019.62	2.39
1019.67	2.373
1019.72	2.352
1019.77	2.334
1019.82	2.327
1019.87	2.316
1019.92	2.299
1019.97	2.272
1020.02	2.242
1020.07	2.211
1020.12	2.197
1020.17	2.194
1020.22	2.205
1020.27	2.216
1020.32	2.228
1020.37	2.228
1020.42	2.231
1020.47	2.234
1020.52	2.246
1020.57	2.263
1020.62	2.291
1020.67	2.323
1020.72	2.332
1020.77	2.322
1020.82	2.285
1020.87	2.248
1020.92	2.21
1020.97	2.175
1021.02	2.143
1021.07	2.119
1021.12	2.096
1021.17	2.085
1021.22	2.077
1021.27	2.077
1021.32	2.091
1021.37	2.115
1021.42	2.149
1021.47	2.18
1021.52	2.202
1021.57	2.213
1021.62	2.215
1021.67	2.208
1021.72	2.197
1021.77	2.178
1021.82	2.151
1021.87	2.123
1021.92	2.102
1021.97	2.084
1022.02	2.081
1022.07	2.084
1022.12	2.088
1022.17	2.094
1022.22	2.104
1022.27	2.115
1022.32	2.123
1022.37	2.126
1022.42	2.125
1022.47	2.127
1022.52	2.126
1022.57	2.125
1022.62	2.114
1022.67	2.105
1022.72	2.096
1022.77	2.092
1022.82	2.096
1022.87	2.098
1022.92	2.104
1022.97	2.109
1023.02	2.113
1023.07	2.11
1023.12	2.101
1023.17	2.091
1023.22	2.076
1023.27	2.057
1023.32	2.041
1023.37	2.023
1023.42	2.014
1023.47	2.008
1023.52	2.002
1023.57	1.995
1023.62	1.988
1023.67	1.987
1023.72	1.988
1023.77	1.994
1023.82	2.016
1023.87	2.046
1023.92	2.071
1023.97	2.091
1024.02	2.104
1024.07	2.108
1024.12	2.109
1024.17	2.106
1024.22	2.108
1024.27	2.109
1024.32	2.115
1024.37	2.13
1024.42	2.149
1024.47	2.167
1024.52	2.183
1024.57	2.19
1024.62	2.199
1024.67	2.208
1024.72	2.209
1024.77	2.225
1024.82	2.243
1024.87	2.254
1024.92	2.259
1024.97	2.258
1025.02	2.253
1025.07	2.248
1025.12	2.246
1025.17	2.268
1025.22	2.272
1025.27	2.285
1025.32	2.308
1025.37	2.33
1025.42	2.346
1025.47	2.365
1025.52	2.368
1025.57	2.367
1025.62	2.357
1025.67	2.345
1025.72	2.337
1025.77	2.316
1025.82	2.311
1025.87	2.3
1025.92	2.316
1025.97	2.32
1026.02	2.338
1026.07	2.361
1026.12	2.388
1026.17	2.404
1026.22	2.411
1026.27	2.41
1026.32	2.402
1026.37	2.384
1026.42	2.381
1026.47	2.37
1026.52	2.358
1026.57	2.332
1026.62	2.306
1026.67	2.289
1026.72	2.266
1026.77	2.241
1026.82	2.216
1026.87	2.203
1026.92	2.171
1026.97	2.142
1027.02	2.123
1027.07	2.104
1027.12	2.083
1027.17	2.058
1027.22	2.037
1027.27	2.018
1027.32	2.003
1027.37	1.991
1027.42	1.981
1027.47	1.974
1027.52	1.972
1027.57	1.969
1027.62	1.98
1027.67	1.999
1027.72	2.028
1027.77	2.062
1027.82	2.1
1027.87	2.125
1027.92	2.159
1027.97	2.199
1028.02	2.236
1028.07	2.276
1028.12	2.293
1028.17	2.288
1028.22	2.264
1028.27	2.247
1028.32	2.22
1028.37	2.198
1028.42	2.181
1028.47	2.169
1028.52	2.169
1028.57	2.177
1028.62	2.186
1028.67	2.194
1028.72	2.198
1028.77	2.197
1028.82	2.188
1028.87	2.169
1028.92	2.148
1028.97	2.132
1029.02	2.124
1029.07	2.113
1029.12	2.105
1029.17	2.085
1029.22	2.067
1029.27	2.046
1029.32	2.03
1029.37	2.018
1029.42	2.013
1029.47	2.011
1029.52	2.018
1029.57	2.031
1029.62	2.046
1029.67	2.058
1029.72	2.063
1029.77	2.062
1029.82	2.054
1029.87	2.049
1029.92	2.051
1029.97	2.059
1030.02	2.064
1030.07	2.068
1030.12	2.077
1030.17	2.087
1030.22	2.095
1030.27	2.101
1030.32	2.11
1030.37	2.127
1030.42	2.149
1030.47	2.168
1030.52	2.186
1030.57	2.199
1030.62	2.204
1030.67	2.2
1030.72	2.179
1030.77	2.149
1030.82	2.122
1030.87	2.108
1030.92	2.109
1030.97	2.123
1031.02	2.151
1031.07	2.194
1031.12	2.236
1031.17	2.268
1031.22	2.307
1031.27	2.329
1031.32	2.341
1031.37	2.355
1031.42	2.37
1031.47	2.388
1031.52	2.407
1031.57	2.405
1031.62	2.406
1031.67	2.378
1031.72	2.352
1031.77	2.324
1031.82	2.308
1031.87	2.301
1031.92	2.305
1031.97	2.298
1032.02	2.307
1032.07	2.298
1032.12	2.279
1032.17	2.27
1032.22	2.247
1032.27	2.231
1032.32	2.224
1032.37	2.227
1032.42	2.235
1032.47	2.245
1032.52	2.252
1032.57	2.261
1032.62	2.276
1032.67	2.276
1032.72	2.286
1032.77	2.285
1032.82	2.27
1032.87	2.259
1032.92	2.225
1032.97	2.194
1033.02	2.166
1033.07	2.143
1033.12	2.128
1033.17	2.118
1033.22	2.108
1033.27	2.101
1033.32	2.096
1033.37	2.098
1033.42	2.112
1033.47	2.145
1033.52	2.184
1033.57	2.201
1033.62	2.228
1033.67	2.25
1033.72	2.275
1033.77	2.304
1033.82	2.34
1033.87	2.36
1033.92	2.364
1033.97	2.368
1034.02	2.352
1034.07	2.344
1034.12	2.348
1034.17	2.35
1034.22	2.347
1034.27	2.333
1034.32	2.316
1034.37	2.302
1034.42	2.302
1034.47	2.308
1034.52	2.29
1034.57	2.277
1034.62	2.264
1034.67	2.226
1034.72	2.189
1034.77	2.164
1034.82	2.153
1034.87	2.157
1034.92	2.171
1034.97	2.174
1035.02	2.167
1035.07	2.15
1035.12	2.131
1035.17	2.112
1035.22	2.098
1035.27	2.087
1035.32	2.076
1035.37	2.068
1035.42	2.065
1035.47	2.075
1035.52	2.101
1035.57	2.136
1035.62	2.177
1035.67	2.206
1035.72	2.231
1035.77	2.236
1035.82	2.258
1035.87	2.285
1035.92	2.303
1035.97	2.309
1036.02	2.293
1036.07	2.296
1036.12	2.294
1036.17	2.309
1036.22	2.324
1036.27	2.329
1036.32	2.332
1036.37	2.33
1036.42	2.327
1036.47	2.331
1036.52	2.336
1036.57	2.34
1036.62	2.335
1036.67	2.318
1036.72	2.298
1036.77	2.279
1036.82	2.273
1036.87	2.283
1036.92	2.302
1036.97	2.322
1037.02	2.343
1037.07	2.356
1037.12	2.369
1037.17	2.377
1037.22	2.386
1037.27	2.386
1037.32	2.378
1037.37	2.366
1037.42	2.353
1037.47	2.344
1037.52	2.344
1037.57	2.343
1037.62	2.343
1037.67	2.341
1037.72	2.335
1037.77	2.332
1037.82	2.336
1037.87	2.347
1037.92	2.366
1037.97	2.384
1038.02	2.402
1038.07	2.409
1038.12	2.407
1038.17	2.393
1038.22	2.372
1038.27	2.35
1038.32	2.312
1038.37	2.289
1038.42	2.279
1038.47	2.25
1038.52	2.226
1038.57	2.203
1038.62	2.185
1038.67	2.179
1038.72	2.18
1038.77	2.203
1038.82	2.229
1038.87	2.259
1038.92	2.285
1038.97	2.305
1039.02	2.33
1039.07	2.358
1039.12	2.379
1039.17	2.377
1039.22	2.382
1039.27	2.377
1039.32	2.36
1039.37	2.362
1039.42	2.357
1039.47	2.36
1039.52	2.37
1039.57	2.377
1039.62	2.365
1039.67	2.339
1039.72	2.303
1039.77	2.264
1039.82	2.226
1039.87	2.2
1039.92	2.19
1039.97	2.195
1040.02	2.215
1040.07	2.234
1040.12	2.276
1040.17	2.315
1040.22	2.335
1040.27	2.348
1040.32	2.349
1040.37	2.343
1040.42	2.323
1040.47	2.323
1040.52	2.311
1040.57	2.302
1040.62	2.301
1040.67	2.301
1040.72	2.31
1040.77	2.321
1040.82	2.338
1040.87	2.356
1040.92	2.37
1040.97	2.371
1041.02	2.365
1041.07	2.355
1041.12	2.353
1041.17	2.335
1041.22	2.344
1041.27	2.329
1041.32	2.311
1041.37	2.281
1041.42	2.246
1041.47	2.218
1041.52	2.206
1041.57	2.218
1041.62	2.25
1041.67	2.285
1041.72	2.285
1041.77	2.261
1041.82	2.231
1041.87	2.174
1041.92	2.128
1041.97	2.091
1042.02	2.074
1042.07	2.068
1042.12	2.069
1042.17	2.068
1042.22	2.068
1042.27	2.068
1042.32	2.074
1042.37	2.081
1042.42	2.091
1042.47	2.105
1042.52	2.124
1042.57	2.145
1042.62	2.173
1042.67	2.207
1042.72	2.219
1042.77	2.24
1042.82	2.244
1042.87	2.259
1042.92	2.253
1042.97	2.251
1043.02	2.258
1043.07	2.275
1043.12	2.269
1043.17	2.266
1043.22	2.26
1043.27	2.235
1043.32	2.215
1043.37	2.209
1043.42	2.215
1043.47	2.233
1043.52	2.254
1043.57	2.276
1043.62	2.289
1043.67	2.29
1043.72	2.288
1043.77	2.277
1043.82	2.267
1043.87	2.267
1043.92	2.268
1043.97	2.269
1044.02	2.268
1044.07	2.266
1044.12	2.264
1044.17	2.269
1044.22	2.277
1044.27	2.289
1044.32	2.289
1044.37	2.314
1044.42	2.331
1044.47	2.342
1044.52	2.356
1044.57	2.366
1044.62	2.372
1044.67	2.375
1044.72	2.386
1044.77	2.379
1044.82	2.37
1044.87	2.365
1044.92	2.365
1044.97	2.37
1045.02	2.375
1045.07	2.374
1045.12	2.376
1045.17	2.375
1045.22	2.374
1045.27	2.368
1045.32	2.353
1045.37	2.345
1045.42	2.337
1045.47	2.336
1045.52	2.338
1045.57	2.342
1045.62	2.34
1045.67	2.333
1045.72	2.319
1045.77	2.313
1045.82	2.312
1045.87	2.319
1045.92	2.321
1045.97	2.321
1046.02	2.31
1046.07	2.312
1046.12	2.308
1046.17	2.294
1046.22	2.277
1046.27	2.249
1046.32	2.248
1046.37	2.239
1046.42	2.241
1046.47	2.248
1046.52	2.252
1046.57	2.261
1046.62	2.264
1046.67	2.27
1046.72	2.259
1046.77	2.244
1046.82	2.215
1046.87	2.19
1046.92	2.173
1046.97	2.172
1047.02	2.191
1047.07	2.191
1047.12	2.208
1047.17	2.224
1047.22	2.231
1047.27	2.24
1047.32	2.253
1047.37	2.247
1047.42	2.238
1047.47	2.231
1047.52	2.221
1047.57	2.222
1047.62	2.234
1047.67	2.25
1047.72	2.266
1047.77	2.279
1047.82	2.285
1047.87	2.29
1047.92	2.3
1047.97	2.313
1048.02	2.324
1048.07	2.323
1048.12	2.328
1048.17	2.32
1048.22	2.316
1048.27	2.314
1048.32	2.311
1048.37	2.317
1048.42	2.322
1048.47	2.328
1048.52	2.309
1048.57	2.308
1048.62	2.283
1048.67	2.258
1048.72	2.242
1048.77	2.23
1048.82	2.229
1048.87	2.236
1048.92	2.25
1048.97	2.255
1049.02	2.275
1049.07	2.291
1049.12	2.297
1049.17	2.306
1049.22	2.313
1049.27	2.318
1049.32	2.341
1049.37	2.359
1049.42	2.378
1049.47	2.407
1049.52	2.451
1049.57	2.49
1049.62	2.512
1049.67	2.505
1049.72	2.497
1049.77	2.488
1049.82	2.473
1049.87	2.454
1049.92	2.43
1049.97	2.388
1050.02	2.352
1050.07	2.314
1050.12	2.305
1050.17	2.288
1050.22	2.277
1050.27	2.267
1050.32	2.263
1050.37	2.264
1050.42	2.268
1050.47	2.279
1050.52	2.286
1050.57	2.296
1050.62	2.3
1050.67	2.306
